can_nam,year,label,can_par_aff,can_inc_cha_ope_sea,dem_per,gop_per,ind_con,tot_con,tot_rec,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,tot_rec_final,cov_sta,cov_end
"Gerlach, Jim",2012,PA-6,REP,INCUMBENT,43.0,57.0,147549.25,341449.25,343156.65,146304.07,688425.39,885277.97,2234892.13,2012-04-05 00:00:00,2012-06-30 00:00:00
"Balchunis, Mary Ellen",2014,PA-7,DEM,CHALLENGER,38.0,62.0,14310.0,15310.0,15310.0,17941.07,12607.94,9976.87,94468.12,2014-05-01 00:00:00,2014-06-30 00:00:00
"Badey, George J Iii",2012,PA-7,DEM,CHALLENGER,40.5,59.5,62289.67,103666.17,103984.65,90837.0,190065.07,203212.72,562274.77,2012-04-05 00:00:00,2012-06-30 00:00:00
"Meehan, Patrick L. Mr. Jr.",2012,PA-7,REP,INCUMBENT,40.5,59.5,258559.25,498329.98,498329.98,150058.58,1055502.99,1403774.39,2614863.09,2012-04-05 00:00:00,2012-06-30 00:00:00
"Meehan, Patrick L. Mr.",2014,PA-7,REP,INCUMBENT,38.0,62.0,31150.0,242750.0,243600.39,77602.12,1610875.95,1776874.22,1995783.36,2014-05-01 00:00:00,2014-06-30 00:00:00
"Boockvar, Kathryn",2012,PA-8,DEM,CHALLENGER,43.4,56.6,225238.67,329802.37,341496.59,170824.47,250430.21,421102.33,1450690.8,2012-04-05 00:00:00,2012-06-30 00:00:00
"Strouse, Kevin",2014,PA-8,DEM,CHALLENGER,38.1,61.9,146543.17,201127.51,201139.29,348223.47,415804.68,268720.5,1346514.37,2014-05-01 00:00:00,2014-06-30 00:00:00
"Fitzpatrick, Michael G.",2012,PA-8,REP,INCUMBENT,43.4,56.6,236861.0,400611.0,401043.8,126374.07,927017.34,1201687.07,2672026.97,2012-04-05 00:00:00,2012-06-30 00:00:00
"Fitzpatrick, Michael G.",2014,PA-8,REP,INCUMBENT,38.1,61.9,216678.11,411427.26,428563.43,79624.9,1557891.67,1906830.2,3056434.55,2014-05-01 00:00:00,2014-06-30 00:00:00
"Cicilline, David N",2014,RI-1,DEM,INCUMBENT,59.6,40.4,88670.5,120670.5,120670.5,79804.22,485837.8,526704.08,1388448.19,2014-04-01 00:00:00,2014-06-30 00:00:00
"Doherty, Brendan P.",2012,RI-1,REP,CHALLENGER,52.4,41.5,146005.96,221505.96,221711.29,112006.06,559645.19,669350.42,1528835.97,2012-04-01 00:00:00,2012-06-30 00:00:00
"Cicilline, David N",2012,RI-1,DEM,INCUMBENT,52.4,41.5,241409.5,301923.21,302379.36,167303.48,701249.22,836325.1,2405552.72,2012-04-01 00:00:00,2012-06-30 00:00:00
"Lynch, Cormick",2014,RI-1,REP,CHALLENGER,59.6,40.4,6870.0,6970.0,7220.0,3315.35,0.0,3904.65,18100.0,2014-03-31 00:00:00,2014-06-30 00:00:00
"Reis, Rhue",2014,RI-2,REP,CHALLENGER,62.3,37.7,3185.0,3185.0,3185.0,2465.92,3054.35,3773.43,16245.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Riley, Michael G. Mr.",2012,RI-2,REP,CHALLENGER,55.7,35.2,25078.73,25178.73,213878.73,200287.67,111481.41,125072.47,1001713.87,2012-04-01 00:00:00,2012-06-30 00:00:00
"Langevin, James R",2012,RI-2,DEM,INCUMBENT,55.7,35.2,102453.5,176603.5,176843.15,96516.16,276250.7,356577.69,1103438.77,2012-04-01 00:00:00,2012-06-30 00:00:00
"Langevin, James R. Honorable",2014,RI-2,DEM,INCUMBENT,62.3,37.7,83523.0,128073.0,128852.42,70982.04,345530.39,403400.77,1122854.59,2014-04-01 00:00:00,2014-06-30 00:00:00
"Rose, Bobbie",2012,SC-1,DEM,CHALLENGER,35.4,62.4,14557.0,30557.0,30557.0,13452.0,30033.93,47138.93,157767.1,2012-05-24 00:00:00,2012-06-30 00:00:00
"Scott, Timothy",2012,SC-1,REP,INCUMBENT,35.4,62.4,73690.12,147144.77,147144.77,55224.92,541060.36,632980.21,1680566.7,2012-05-24 00:00:00,2012-06-30 00:00:00
"Wrobleski-Mullis, Barbara Jo",2014,SC-3,DEM,CHALLENGER,28.6,71.4,445.02,1044.59,1044.59,1987.48,1366.2,423.31,19505.01,2014-05-22 00:00:00,2014-06-30 00:00:00
"Duncan, Jeffrey D Mr.",2014,SC-3,REP,INCUMBENT,28.6,71.4,15475.0,62975.0,63307.0,25298.48,153336.25,191344.77,612928.1,2014-05-22 00:00:00,2014-06-30 00:00:00
"Knott, Joyce",2012,SC-5,DEM,CHALLENGER,44.4,55.6,4235.0,4485.0,4485.0,4893.41,5901.38,5492.97,34640.88,2012-05-24 00:00:00,2012-06-30 00:00:00
"Adams, Thomas A",2014,SC-5,DEM,CHALLENGER,41.1,58.9,13598.0,13598.0,13598.0,2944.85,8104.85,18758.0,51446.36,2014-05-22 00:00:00,2014-06-30 00:00:00
"Mulvaney, John Michael 'Mick'",2012,SC-5,REP,INCUMBENT,44.4,55.6,39005.0,89890.74,89890.74,19267.54,216284.11,286907.31,798055.27,2012-05-24 00:00:00,2012-06-30 00:00:00
"Mulvaney, John Michael 'Mick'",2014,SC-5,REP,INCUMBENT,41.1,58.9,9480.0,123580.0,123591.13,40245.12,322600.42,405946.43,1167623.01,2014-05-22 00:00:00,2014-06-30 00:00:00
"Tinubu, Gloria Bromell",2012,SC-7,DEM,CHALLENGER,45.1,54.9,8280.37,19280.37,84780.37,84035.69,374.6,1119.28,637072.74,2012-06-07 00:00:00,2012-06-30 00:00:00
"Tinubu, Gloria Bromell",2014,SC-7,DEM,CHALLENGER,40.0,60.0,8001.47,13001.47,13001.47,11405.45,5086.01,6682.03,238348.69,2014-05-22 00:00:00,2014-06-30 00:00:00
"Rice, Tom",2014,SC-7,REP,INCUMBENT,40.0,60.0,193739.0,230239.0,230424.0,13002.06,321823.51,539245.45,1147855.77,2014-05-22 00:00:00,2014-06-30 00:00:00
"Rice, Tom",2012,SC-7,REP,CHALLENGER,45.1,54.9,1000.0,14500.0,14500.0,347.67,0.0,14152.33,1473766.58,2012-04-01 00:00:00,2012-06-30 00:00:00
"Robinson, Corinna",2014,SD-1,DEM,CHALLENGER,33.5,66.5,8529.0,11029.0,11031.39,14667.01,8672.19,5036.57,175118.39,2014-05-15 00:00:00,2014-06-30 00:00:00
"Varilek, Matt",2012,SD-1,DEM,CHALLENGER,42.5,57.5,131182.0,151734.79,151734.79,100502.4,240683.21,291915.6,983834.1,2012-05-17 00:00:00,2012-06-30 00:00:00
"Noem, Kristi Lynn",2014,SD-1,REP,INCUMBENT,33.5,66.5,97160.0,185910.0,186174.51,90230.3,881078.74,977022.95,2352657.33,2014-05-15 00:00:00,2014-06-30 00:00:00
"Noem, Kristi Lynn",2012,SD-1,REP,INCUMBENT,42.5,57.5,159251.98,307751.98,318996.36,104664.48,1235270.54,1449602.42,2811273.74,2012-05-17 00:00:00,2012-06-30 00:00:00
"Woodruff, Alan P",2012,TN-1,DEM,CHALLENGER,19.9,76.1,861.0,10861.0,10861.0,6770.8,1278.76,5368.96,24171.0,2012-04-05 00:00:00,2012-06-30 00:00:00
"Roe, David Phillip Dr.",2012,TN-1,REP,INCUMBENT,19.9,76.1,101304.42,101304.42,101304.42,82006.75,454803.23,474100.9,706755.61,2012-04-01 00:00:00,2012-06-30 00:00:00
"Headrick, Mary Margaret",2012,TN-3,DEM,CHALLENGER,35.5,61.5,5402.0,16069.0,16069.0,16930.0,3703.0,2842.0,118782.23,2012-04-01 00:00:00,2012-07-01 00:00:00
"Fleischmann, Charles J",2014,TN-3,REP,INCUMBENT,34.6,62.4,124126.0,268632.25,268632.25,206182.06,640044.87,702495.06,1591286.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Fleischmann, Charles J",2012,TN-3,REP,INCUMBENT,35.5,61.5,141144.0,212618.99,213310.77,242299.58,759526.95,730538.14,1412229.34,2012-04-01 00:00:00,2012-06-30 00:00:00
"Headrick, Mary Margaret",2014,TN-3,DEM,CHALLENGER,34.6,62.4,58850.32,61105.95,61105.95,14650.38,0.0,46455.57,167505.89,2014-02-27 00:00:00,2014-06-30 00:00:00
"Sherrell, Lenda",2014,TN-4,DEM,CHALLENGER,35.3,58.3,74420.9,78670.9,178670.9,145185.81,100189.56,133674.65,1051657.59,2014-04-01 00:00:00,2014-06-30 00:00:00
"Stewart, Richard Eric",2012,TN-4,DEM,CHALLENGER,44.2,55.8,116558.66,158308.66,158308.66,113221.8,143727.1,188813.96,710406.83,2012-04-01 00:00:00,2012-06-30 00:00:00
"Desjarlais, Scott Eugene",2014,TN-4,REP,INCUMBENT,35.3,58.3,36484.0,45484.0,45484.0,59335.63,198356.82,184505.19,658971.03,2014-04-01 00:00:00,2014-06-30 00:00:00
"Desjarlais, Scott Eugene",2012,TN-4,REP,INCUMBENT,44.2,55.8,132528.0,211628.0,219786.34,78956.27,510863.33,651693.4,1260459.29,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ries, Bob",2014,TN-5,REP,CHALLENGER,62.3,35.8,10210.0,10210.0,50210.0,7645.36,3232.67,45797.31,83429.12,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cooper, James H.S.",2012,TN-5,DEM,INCUMBENT,65.2,32.8,154809.0,200909.0,202810.12,53366.76,657423.56,806866.92,1213184.51,2012-04-01 00:00:00,2012-06-30 00:00:00
"Cooper, James H.S.",2014,TN-5,DEM,INCUMBENT,62.3,35.8,104243.0,121853.0,122039.32,63122.83,900224.63,959141.12,762303.64,2014-04-01 00:00:00,2014-06-30 00:00:00
"Staats, Richard Bradley",2012,TN-5,REP,CHALLENGER,65.2,32.8,12340.0,12340.0,52340.0,3078.17,0.0,49261.83,81124.58,2012-04-01 00:00:00,2012-06-30 00:00:00
"Bergmann, Charlotte",2014,TN-9,REP,CHALLENGER,75.0,23.3,10699.0,11019.0,11019.0,9627.0,458.0,1850.0,44380.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Flinn, George S. Jr.",2012,TN-9,REP,CHALLENGER,75.1,23.8,23830.0,26830.0,26830.0,215067.52,699092.58,510855.06,1593376.23,2012-04-01 00:00:00,2012-06-30 00:00:00
"Cohen, Stephen Ira",2014,TN-9,DEM,INCUMBENT,75.0,23.3,148412.08,210912.08,210912.08,266810.61,943149.75,887251.22,732896.77,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cohen, Stephen Ira",2012,TN-9,DEM,INCUMBENT,75.1,23.8,14815.0,80015.0,80015.0,185787.28,1046271.83,940499.55,831885.68,2012-04-01 00:00:00,2012-06-30 00:00:00
"Mckellar, Shirley Jonetta  Dr",2012,TX-1,DEM,CHALLENGER,26.6,71.7,3500.0,3500.0,3500.0,2589.57,1056.47,1966.9,52936.84,2012-05-10 00:00:00,2012-06-30 00:00:00
"Gohmert, Louie",2012,TX-1,REP,INCUMBENT,26.6,71.7,61375.0,67475.0,69475.0,33713.38,203214.41,238976.03,742346.57,2012-05-10 00:00:00,2012-06-30 00:00:00
"Greene, Mark",2014,TX-12,DEM,CHALLENGER,26.3,71.3,8731.0,8731.0,8731.0,20218.0,21600.0,10113.0,80216.5,2014-04-01 00:00:00,2014-06-30 00:00:00
"Granger, Kay",2014,TX-12,REP,INCUMBENT,26.3,71.3,93575.0,180525.0,180825.64,349434.91,442333.37,273724.1,1315138.63,2014-04-01 00:00:00,2014-06-30 00:00:00
"Weber, Randy",2012,TX-14,REP,OPEN,44.6,53.5,70895.0,71395.0,196395.0,154852.49,99169.06,140711.57,1359236.07,2012-05-10 00:00:00,2012-06-30 00:00:00
"Lampson, Nicholas",2012,TX-14,DEM,OPEN,44.6,53.5,121873.48,196973.48,197050.04,83549.44,230114.69,343615.29,1187774.95,2012-05-10 00:00:00,2012-06-30 00:00:00
"Zamora, Eddie",2014,TX-15,REP,CHALLENGER,54.2,43.1,20300.0,20300.0,20300.0,23954.77,10224.01,6569.24,124871.65,2014-04-01 00:00:00,2014-06-30 00:00:00
"Hinojosa, Ruben E.",2014,TX-15,DEM,INCUMBENT,54.2,43.1,,37500.0,37695.65,59417.78,316882.6,295160.47,496824.74,2014-04-01 00:00:00,2014-06-30 00:00:00
"Carrasco, Barbara",2012,TX-16,REP,CHALLENGER,65.5,32.8,5583.0,5583.0,5583.0,3813.73,52803.53,54572.8,132479.0,2012-05-10 00:00:00,2012-06-30 00:00:00
"O'Rourke, Robert ''Beto''",2012,TX-16,DEM,CHALLENGER,65.5,32.8,19103.36,19108.36,19108.36,69868.08,60545.54,9785.82,685661.09,2012-05-10 00:00:00,2012-06-30 00:00:00
"Seibert, Sean Eric Lee",2012,TX-18,REP,CHALLENGER,75.0,22.6,1740.0,2240.0,2240.0,830.0,2337.0,3746.0,136944.69,2012-05-10 00:00:00,2012-06-30 00:00:00
"Seibert, Sean",2014,TX-18,REP,CHALLENGER,71.8,24.8,263.0,263.0,263.0,1783.74,2902.94,1382.2,3738.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Lee, Sheila Jackson",2012,TX-18,DEM,INCUMBENT,75.0,22.6,12850.0,42100.0,42100.0,40972.79,163580.02,164707.23,600450.89,2012-05-10 00:00:00,2012-06-30 00:00:00
"Lee, Sheila Jackson",2014,TX-18,DEM,INCUMBENT,71.8,24.8,,6500.0,6500.0,37579.28,276542.61,245463.33,436661.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Marchbanks, James Neal",2014,TX-19,DEM,CHALLENGER,18.4,77.2,4073.49,4073.49,4073.49,17309.47,16636.21,3400.23,58582.45,2014-04-01 00:00:00,2014-06-30 00:00:00
"Neugebauer, Randy Honorable",2014,TX-19,REP,INCUMBENT,18.4,77.2,27197.0,73697.0,75204.4,184432.34,857385.52,748157.58,1670292.16,2014-04-01 00:00:00,2014-06-30 00:00:00
"Dougherty, James Sampson",2012,TX-2,DEM,CHALLENGER,32.7,64.8,1174.95,1384.95,1384.95,1604.52,10406.59,10187.02,50168.7,2012-05-10 00:00:00,2012-06-30 00:00:00
"Poe, Ted",2012,TX-2,REP,INCUMBENT,32.7,64.8,49604.86,72454.86,71516.94,31278.23,1365551.8,1405790.51,966270.91,2012-05-10 00:00:00,2012-06-30 00:00:00
"Rosa, David L",2012,TX-20,REP,OPEN,64.0,33.4,7887.03,7887.03,7924.85,8783.32,1791.83,933.36,54801.71,2012-05-10 00:00:00,2012-06-30 00:00:00
"Castro, Joaquin Mr.",2012,TX-20,DEM,OPEN,64.0,33.4,15082.62,138082.62,138082.62,65966.44,265984.91,338101.09,1499022.55,2012-05-10 00:00:00,2012-06-30 00:00:00
"Duval, Candace",2012,TX-21,DEM,CHALLENGER,35.4,60.6,8006.0,9006.0,9006.0,5967.23,-458.76,2580.01,57058.3,2012-05-10 00:00:00,2012-06-30 00:00:00
"Smith, Lamar",2012,TX-21,REP,INCUMBENT,35.4,60.6,32999.28,169729.28,170339.22,423704.53,1326585.57,1073220.26,1727471.98,2012-05-10 00:00:00,2012-06-30 00:00:00
"Rogers, Lakesha",2012,TX-22,DEM,CHALLENGER,31.9,64.1,4763.08,4763.08,5299.13,7036.72,2668.76,931.17,40303.33,2012-05-10 00:00:00,2012-06-30 00:00:00
"Olson, Peter G",2012,TX-22,REP,INCUMBENT,31.9,64.1,94119.0,187119.0,187119.46,167168.88,131799.07,151749.65,1439596.52,2012-05-10 00:00:00,2012-06-30 00:00:00
"Hurd, William",2014,TX-23,REP,CHALLENGER,47.7,49.8,143196.22,181196.22,181196.22,102199.84,71192.77,150189.15,1515959.08,2014-05-08 00:00:00,2014-06-30 00:00:00
"Gallego, Pete",2012,TX-23,DEM,CHALLENGER,50.3,45.5,128066.82,183566.82,183566.82,153287.8,83387.12,113666.14,1802829.59,2012-05-10 00:00:00,2012-06-30 00:00:00
"Gallego, Pete",2014,TX-23,DEM,CHALLENGER,47.7,49.8,249187.66,410044.52,415884.3,331055.48,730943.08,815771.9,2671926.21,2014-04-01 00:00:00,2014-06-30 00:00:00
"Canseco, Francisco Raul Quico R.",2012,TX-23,REP,INCUMBENT,50.3,45.5,152806.0,316136.0,316136.0,53546.03,770668.84,1033258.81,2712704.43,2012-05-10 00:00:00,2012-06-30 00:00:00
"Montoya, Marco",2014,TX-25,DEM,CHALLENGER,36.2,60.2,2005.0,2205.0,4887.14,4197.81,3663.82,4353.15,32801.23,2014-04-01 00:00:00,2014-06-30 00:00:00
"Williams, Roger",2014,TX-25,REP,INCUMBENT,36.2,60.2,138004.0,222854.0,228391.96,150727.28,599049.18,676713.86,1913662.96,2014-04-01 00:00:00,2014-06-30 00:00:00
"Harrison, Rose Meza",2012,TX-27,DEM,CHALLENGER,39.2,56.7,90321.06,101768.17,102444.06,109665.99,20762.62,13540.69,399641.24,2012-05-10 00:00:00,2012-06-30 00:00:00
"Reed, Wesley Craig",2014,TX-27,DEM,CHALLENGER,33.7,63.6,63308.03,82308.03,82316.46,40874.28,53975.03,95417.21,301255.87,2014-04-01 00:00:00,2014-06-30 00:00:00
"Farenthold, Randolph Blake",2012,TX-27,REP,INCUMBENT,39.2,56.7,53376.53,103876.53,104033.7,122527.53,63670.59,45176.76,1153511.4,2012-05-10 00:00:00,2012-06-30 00:00:00
"Farenthold, Randolph Blake",2014,TX-27,REP,INCUMBENT,33.7,63.6,189556.0,259706.0,263511.46,83539.35,239928.06,419900.17,1127460.21,2014-04-01 00:00:00,2014-06-30 00:00:00
"Minor, Louie Jr",2014,TX-31,DEM,CHALLENGER,32.0,64.1,6739.2,9414.2,9614.2,10679.82,2318.64,1253.02,67742.37,2014-04-01 00:00:00,2014-06-30 00:00:00
"Carter, John R. Rep.",2014,TX-31,REP,INCUMBENT,32.0,64.1,19213.89,66713.89,66788.53,52110.06,594608.98,609287.45,996110.34,2014-05-15 00:00:00,2014-06-30 00:00:00
"Perez, Frank Anthony",2014,TX-32,DEM,CHALLENGER,35.4,61.8,2740.0,7240.0,9715.0,5439.74,100.0,4375.26,10215.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Mcgovern, Katherine Savers",2012,TX-32,DEM,CHALLENGER,39.4,58.3,17195.0,17195.0,18427.16,16162.63,3514.15,5778.68,79696.09,2012-05-10 00:00:00,2012-06-30 00:00:00
"Sessions, Pete Mr.",2014,TX-32,REP,INCUMBENT,35.4,61.8,121250.0,260500.0,261873.12,258312.39,736719.63,740280.36,2567778.88,2014-04-01 00:00:00,2014-06-30 00:00:00
"Sessions, Pete",2012,TX-32,REP,INCUMBENT,39.4,58.3,10485.0,139185.0,143262.92,93180.13,1457699.72,1507782.51,1836551.52,2012-05-10 00:00:00,2012-06-30 00:00:00
"Bradley, Charles Wayne",2012,TX-33,REP,OPEN,72.5,25.7,1800.0,1800.0,1800.0,2170.0,1960.0,1590.0,12983.0,2012-05-10 00:00:00,2012-07-15 00:00:00
"Veasey, Marc Allison",2012,TX-33,DEM,OPEN,72.5,25.7,248596.96,412096.96,412198.96,264702.04,104983.2,252480.12,1219901.76,2012-05-10 00:00:00,2012-06-30 00:00:00
"Puente Bradshaw, Jessica",2012,TX-34,REP,CHALLENGER,62.2,35.9,14113.0,14113.0,14113.0,8149.64,-1004.76,4958.6,86589.14,2012-05-10 00:00:00,2012-06-30 00:00:00
"Smith, Larry Stanley",2014,TX-34,REP,CHALLENGER,59.6,38.4,45562.5,45562.5,45562.5,46024.81,933.46,471.15,123849.5,2014-04-01 00:00:00,2014-06-30 00:00:00
"Vela, Filemon Mr.",2012,TX-34,DEM,CHALLENGER,62.2,35.9,111148.28,122412.71,147412.71,121498.06,20816.12,46730.77,894184.38,2012-05-10 00:00:00,2012-06-30 00:00:00
"Vela, Filemon Mr.",2014,TX-34,DEM,INCUMBENT,59.6,38.4,91178.56,165178.56,165178.56,168307.33,121929.39,118800.62,821878.57,2014-04-01 00:00:00,2014-06-30 00:00:00
"Narvaiz, Susan",2014,TX-35,REP,CHALLENGER,62.5,33.3,5250.0,9250.0,9250.31,9987.76,2632.59,1895.14,242733.12,2014-04-01 00:00:00,2014-06-30 00:00:00
"Narvaiz, Susan",2012,TX-35,REP,CHALLENGER,64.0,32.0,18152.47,18152.47,19212.47,21803.52,7182.17,4591.12,183999.48,2012-05-10 00:00:00,2012-06-30 00:00:00
"Doggett, Lloyd",2012,TX-35,DEM,INCUMBENT,64.0,32.0,82209.86,116599.41,118099.41,188091.87,2894305.15,2824312.69,1744502.64,2012-05-10 00:00:00,2012-06-30 00:00:00
"Doggett, Lloyd",2014,TX-35,DEM,INCUMBENT,62.5,33.3,23131.84,72631.84,75742.85,140195.97,2993025.2,2928572.08,1062141.28,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cole, Michael Kenneth Jr.",2014,TX-36,DEM,OPEN,22.0,76.0,575.0,4075.0,4075.0,2177.06,403.88,2301.82,19213.64,2014-04-01 00:00:00,2014-06-30 00:00:00
"Babin, Brian",2014,TX-36,REP,OPEN,22.0,76.0,72857.57,139607.57,139607.57,259743.24,194360.0,74224.33,1118763.92,2014-05-08 00:00:00,2014-06-30 00:00:00
"Sanders, Kenneth",2012,TX-6,DEM,OPEN,39.2,58.0,3614.23,3614.23,16550.97,15322.76,3671.0,4899.21,145117.41,2012-05-10 00:00:00,2012-06-30 00:00:00
"Barton, Joe Linus",2012,TX-6,REP,INCUMBENT,39.2,58.0,39287.53,140887.53,125512.56,382393.8,1300972.7,1044091.46,1535592.48,2012-05-10 00:00:00,2012-06-30 00:00:00
"Cargas, James P",2014,TX-7,DEM,CHALLENGER,34.5,63.3,4489.08,4489.08,7489.08,8461.45,3253.63,2281.26,74005.62,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cargas, James P",2012,TX-7,DEM,CHALLENGER,36.4,60.8,8254.0,8254.0,9004.0,12197.09,8666.67,5473.58,76900.11,2012-05-10 00:00:00,2012-06-30 00:00:00
"Culberson, John",2012,TX-7,REP,INCUMBENT,36.4,60.8,40250.0,68250.0,68500.0,39822.63,88729.42,117406.79,842045.37,2012-05-10 00:00:00,2012-06-30 00:00:00
"Culberson, John",2014,TX-7,REP,INCUMBENT,34.5,63.3,57750.0,98250.0,98450.0,119886.95,122061.16,100624.21,719440.11,2014-04-01 00:00:00,2014-06-30 00:00:00
"Burns, Neil  Paul",2012,TX-8,DEM,CHALLENGER,20.3,77.4,1120.0,2672.5,2672.5,367.15,2574.26,4879.61,14935.5,2012-05-10 00:00:00,2012-06-30 00:00:00
"Brady, Kevin",2012,TX-8,REP,INCUMBENT,20.3,77.4,46500.0,241539.5,242539.5,187042.15,350874.5,406371.85,1385893.57,2012-05-10 00:00:00,2012-06-30 00:00:00
"Mcaleer, Donna",2012,UT-1,DEM,CHALLENGER,24.7,71.5,10206.6,10206.6,10206.6,36068.26,33653.38,7791.72,231493.21,2012-06-07 00:00:00,2012-06-30 00:00:00
"Bishop, Robert",2014,UT-1,REP,INCUMBENT,29.0,64.2,40819.0,127319.0,127369.0,64991.18,34303.5,96681.32,559345.61,2014-04-07 00:00:00,2014-06-30 00:00:00
"Mcaleer, Donna",2014,UT-1,DEM,CHALLENGER,29.0,64.2,53026.43,74026.43,74026.43,33766.84,42666.5,82926.09,266276.9,2014-04-07 00:00:00,2014-06-30 00:00:00
"Bishop, Robert",2012,UT-1,REP,INCUMBENT,24.7,71.5,8533.0,42033.0,42033.0,72604.51,111169.64,80598.13,353367.37,2012-04-02 00:00:00,2012-06-30 00:00:00
"Robles, Luz M",2014,UT-2,DEM,CHALLENGER,33.2,60.4,11334.03,11334.03,11334.03,9525.47,18916.04,20724.6,167101.75,2014-04-07 00:00:00,2014-06-30 00:00:00
"Seegmiller, F Jay",2012,UT-2,DEM,CHALLENGER,33.6,62.3,5918.0,6418.0,6418.0,21825.28,35183.49,19776.21,100311.65,2012-06-07 00:00:00,2012-06-30 00:00:00
"Stewart, Chris",2012,UT-2,REP,CHALLENGER,33.6,62.3,30149.78,93649.78,93778.0,90973.58,113124.5,115928.92,538092.58,2012-04-02 00:00:00,2012-06-30 00:00:00
"Stewart, Chris",2014,UT-2,REP,INCUMBENT,33.2,60.4,53703.83,118203.83,118203.83,108755.05,205439.4,214888.18,758016.0,2014-04-07 00:00:00,2014-06-30 00:00:00
"Love, Mia",2012,UT-4,REP,OPEN,49.3,48.1,189038.41,370238.41,374870.12,136864.11,39174.87,277180.88,2505284.25,2012-04-02 00:00:00,2012-06-30 00:00:00
"Owens, H Douglas",2014,UT-4,DEM,OPEN,46.8,50.0,160580.23,161580.23,161580.23,69764.17,117856.54,209672.6,866594.58,2014-04-07 00:00:00,2014-06-30 00:00:00
"Love, Mia",2014,UT-4,REP,OPEN,46.8,50.0,650473.96,741173.96,747359.83,506459.97,631970.0,872869.86,5315812.23,2014-04-07 00:00:00,2014-06-30 00:00:00
"Matheson, James D",2012,UT-4,DEM,INCUMBENT,49.3,48.1,79011.59,361532.75,361959.73,52676.42,971548.09,1280831.4,2360398.97,2012-04-02 00:00:00,2012-06-30 00:00:00
"Cook, Adam",2012,VA-1,DEM,CHALLENGER,41.0,56.1,17657.02,28875.24,30375.24,28413.27,3974.9,5936.87,194346.74,2012-04-23 00:00:00,2012-06-30 00:00:00
"Wittman, Rob",2012,VA-1,REP,INCUMBENT,41.0,56.1,37878.0,98378.0,98378.0,35034.99,576360.57,639703.58,950387.37,2012-05-24 00:00:00,2012-06-30 00:00:00
"Wittman, Robert J",2014,VA-1,REP,INCUMBENT,34.5,63.0,56644.31,139944.31,139944.31,109966.74,1012922.36,1042899.93,1210489.86,2014-05-22 00:00:00,2014-06-30 00:00:00
"Mosher, Norman Gardner",2014,VA-1,DEM,CHALLENGER,34.5,63.0,10265.0,11265.0,11265.0,5771.76,0.0,5493.24,108214.7,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cabral, Kristin",2012,VA-10,DEM,CHALLENGER,38.4,58.8,39754.2,41254.2,91254.2,73020.7,36350.0,54583.5,291823.72,2012-04-23 00:00:00,2012-06-30 00:00:00
"Wolf, Frank R",2012,VA-10,REP,INCUMBENT,38.4,58.8,51877.0,73173.37,73634.03,35547.46,417623.65,455710.22,1091197.21,2012-05-24 00:00:00,2012-06-30 00:00:00
"Comstock, Barbara J",2014,VA-10,REP,OPEN,40.4,56.6,382597.35,579147.35,610797.62,554937.35,520030.25,575890.52,3464538.28,2014-04-07 00:00:00,2014-06-30 00:00:00
"Foust, John",2014,VA-10,DEM,OPEN,40.4,56.6,247816.72,423036.72,573036.72,62404.47,615086.15,1125718.4,3036063.25,2014-05-22 00:00:00,2014-06-30 00:00:00
"Scholte, Suzanne",2014,VA-11,REP,CHALLENGER,56.9,40.4,38725.0,50725.0,50725.0,30826.82,27312.54,47210.72,285891.83,2014-04-21 00:00:00,2014-06-30 00:00:00
"Perkins, Christopher S",2012,VA-11,REP,CHALLENGER,61.0,35.5,39558.0,40558.0,40603.76,56513.67,60205.78,44295.87,549440.76,2012-05-24 00:00:00,2012-06-30 00:00:00
"Connolly, Gerry",2012,VA-11,DEM,INCUMBENT,61.0,35.5,88580.62,171580.62,171887.77,42040.33,1044235.77,1174083.21,2241573.23,2012-05-24 00:00:00,2012-06-30 00:00:00
"Connolly, Gerald Edward",2014,VA-11,DEM,INCUMBENT,56.9,40.4,68369.0,121169.0,126706.82,34555.62,1725531.03,1817682.23,1996341.69,2014-05-22 00:00:00,2014-06-30 00:00:00
"Patrick, Suzanne D",2014,VA-2,DEM,CHALLENGER,42.1,57.9,97183.92,114936.81,114936.81,42258.73,195521.92,268200.0,876469.57,2014-05-22 00:00:00,2014-06-30 00:00:00
"Hirschbiel, Paul Odell Jr",2012,VA-2,DEM,CHALLENGER,46.2,53.8,182092.1,228042.1,228042.1,81696.21,650736.18,797082.07,2011392.39,2012-05-24 00:00:00,2012-06-30 00:00:00
